route_id,route_short_name,route_long_name,direction_id,shape_id,scheduled_trip_count,shape_points,shape_length_km,eligible_days
6651,130,Willingdon,0,317593,3,145,8.34,5
6651,130,Willingdon,1,318492,192,258,13.68,5
6651,130,Willingdon,1,312599,192,226,11.7,5
6651,130,Willingdon,1,317600,77,134,8.19,5
6651,130,Willingdon,1,312600,76,134,8.19,5
6651,130,Willingdon,1,317599,9,87,4.82,5
6651,130,Willingdon,1,312601,9,87,4.82,5
6651,130,Willingdon,1,312602,2,36,2.15,5
6651,130,Willingdon,1,317598,2,36,2.15,5
6652,134,Lake City Station/Brentwood Station,0,317612,105,199,12.85,5
6652,134,Lake City Station/Brentwood Station,0,312614,105,199,12.85,5
6652,134,Lake City Station/Brentwood Station,0,312613,1,92,7.96,5
6652,134,Lake City Station/Brentwood Station,0,317613,1,92,7.96,5
6652,134,Lake City Station/Brentwood Station,0,317614,1,71,3.74,5
6652,134,Lake City Station/Brentwood Station,0,312612,1,71,3.74,5
6652,134,Lake City Station/Brentwood Station,1,317617,102,196,11.33,5
6652,134,Lake City Station/Brentwood Station,1,312615,102,196,11.33,5
6652,134,Lake City Station/Brentwood Station,1,312616,2,132,8.14,5
6652,134,Lake City Station/Brentwood Station,1,317616,2,132,8.14,5
6652,134,Lake City Station/Brentwood Station,1,312617,1,213,11.93,5
6652,134,Lake City Station/Brentwood Station,1,317615,1,213,11.93,5
6654,136,Lougheed Station/Brentwood Station,0,317618,106,311,13.51,5
6654,136,Lougheed Station/Brentwood Station,0,312618,104,311,13.51,5
6654,136,Lougheed Station/Brentwood Station,1,312620,106,337,14.11,5
6654,136,Lougheed Station/Brentwood Station,1,317619,106,337,14.11,5
6654,136,Lougheed Station/Brentwood Station,1,317620,1,143,5.15,5
6654,136,Lougheed Station/Brentwood Station,1,312619,1,143,5.15,5
6657,144,SFU Exchange/Metrotown Station,0,317623,139,390,18.77,5
6657,144,SFU Exchange/Metrotown Station,0,312623,138,390,18.77,5
6657,144,SFU Exchange/Metrotown Station,1,317626,140,436,19.75,5
6657,144,SFU Exchange/Metrotown Station,1,312625,140,436,19.75,5
6657,144,SFU Exchange/Metrotown Station,1,312627,2,153,7.09,5
6657,144,SFU Exchange/Metrotown Station,1,317624,2,153,7.09,5
6657,144,SFU Exchange/Metrotown Station,1,317627,1,320,14.23,5
6657,144,SFU Exchange/Metrotown Station,1,312624,1,320,14.23,5
6658,145,SFU Exchange/Production Station,0,312628,192,147,7.41,5
6658,145,SFU Exchange/Production Station,0,317628,192,147,7.41,5
6658,145,SFU Exchange/Production Station,1,317629,194,163,8.77,5
6658,145,SFU Exchange/Production Station,1,312629,194,163,8.77,5
6659,151,Como Lake Ave,0,317638,120,177,8.92,5
6659,151,Como Lake Ave,0,312638,119,177,8.92,5
6659,151,Como Lake Ave,1,312640,118,142,8.62,5
6659,151,Como Lake Ave,1,317640,118,142,8.62,5
6659,151,Como Lake Ave,1,317639,1,61,5.13,5
6659,151,Como Lake Ave,1,312639,1,93,7.27,5
6659,151,Como Lake Ave,1,312641,1,61,5.13,5
6659,151,Como Lake Ave,1,317641,1,93,7.27,5
6660,152,Coquitlam Central Station/Lougheed Station,0,317642,105,250,12.17,5
6660,152,Coquitlam Central Station/Lougheed Station,0,312645,103,250,12.17,5
6660,152,Coquitlam Central Station/Lougheed Station,0,317645,15,282,12.92,5
6660,152,Coquitlam Central Station/Lougheed Station,0,312642,13,282,12.92,5
6660,152,Coquitlam Central Station/Lougheed Station,0,317644,2,272,13.25,5
6660,152,Coquitlam Central Station/Lougheed Station,0,312643,2,272,13.25,5
6660,152,Coquitlam Central Station/Lougheed Station,0,317643,1,304,14.01,5
6660,152,Coquitlam Central Station/Lougheed Station,0,312644,1,304,14.01,5
6660,152,Coquitlam Central Station/Lougheed Station,1,317648,105,235,12.67,5
6660,152,Coquitlam Central Station/Lougheed Station,1,312647,103,235,12.67,5
6660,152,Coquitlam Central Station/Lougheed Station,1,312648,14,233,12.25,5
6660,152,Coquitlam Central Station/Lougheed Station,1,317647,14,233,12.25,5
6660,152,Coquitlam Central Station/Lougheed Station,1,312649,2,257,13.75,5
6660,152,Coquitlam Central Station/Lougheed Station,1,317646,2,257,13.75,5
6661,153,Coquitlam Central Station/Braid Station,0,317651,115,249,11.24,5
6661,153,Coquitlam Central Station/Braid Station,0,312650,115,249,11.24,5
6661,153,Coquitlam Central Station/Braid Station,0,317650,1,133,6.25,5
6661,153,Coquitlam Central Station/Braid Station,0,312651,1,133,6.25,5
6661,153,Coquitlam Central Station/Braid Station,1,317652,117,225,11.4,5
6661,153,Coquitlam Central Station/Braid Station,1,312652,117,225,11.4,5
6662,128,8th Avenue,0,317586,134,100,7.18,5
6662,128,8th Avenue,0,312587,133,100,7.18,5
6662,128,8th Avenue,1,317588,134,97,7.25,5
6662,128,8th Avenue,1,312589,134,97,7.25,5
6662,128,8th Avenue,1,312588,3,33,3.33,5
6662,128,8th Avenue,1,317589,3,33,3.33,5
6663,155,6th Avenue,0,317653,120,113,8.3,5
6663,155,6th Avenue,0,312653,120,113,8.3,5
6663,155,6th Avenue,1,317654,121,110,8.36,5
6663,155,6th Avenue,1,312654,121,110,8.36,5
6664,156,Braid Station/Lougheed Station,0,317655,95,261,14.69,5
6664,156,Braid Station/Lougheed Station,0,312655,95,261,14.69,5
6664,156,Braid Station/Lougheed Station,1,317656,98,278,15.21,5
6664,156,Braid Station/Lougheed Station,1,312656,98,278,15.21,5
6665,157,Burquitlam Station/Lougheed Station,0,317657,111,185,10.74,5
6665,157,Burquitlam Station/Lougheed Station,0,312657,111,185,10.74,5
6665,157,Burquitlam Station/Lougheed Station,1,312658,113,193,11.52,5
6665,157,Burquitlam Station/Lougheed Station,1,317658,113,193,11.52,5
6666,159,Coquitlam Central Station/Braid Station,0,317661,107,417,19.66,5
6666,159,Coquitlam Central Station/Braid Station,0,312660,104,417,19.66,5
6666,159,Coquitlam Central Station/Braid Station,0,317659,4,432,20.42,5
6666,159,Coquitlam Central Station/Braid Station,0,312662,4,432,20.42,5
6666,159,Coquitlam Central Station/Braid Station,0,317662,2,458,21.82,5
6666,159,Coquitlam Central Station/Braid Station,0,312659,2,458,21.82,5
6666,159,Coquitlam Central Station/Braid Station,0,312661,1,218,9.61,5
6666,159,Coquitlam Central Station/Braid Station,0,317660,1,218,9.61,5
6666,159,Coquitlam Central Station/Braid Station,1,317665,99,403,19.39,5
6666,159,Coquitlam Central Station/Braid Station,1,312663,99,403,19.39,5
6666,159,Coquitlam Central Station/Braid Station,1,312665,9,418,20.15,5
6666,159,Coquitlam Central Station/Braid Station,1,317663,9,418,20.15,5
6666,159,Coquitlam Central Station/Braid Station,1,317664,1,337,16.13,5
6666,159,Coquitlam Central Station/Braid Station,1,312664,1,337,16.13,5
6667,160,Port Coquitlam Station/Kootenay Loop,0,317668,199,460,26.24,5
6667,160,Port Coquitlam Station/Kootenay Loop,0,312666,199,460,26.24,5
6667,160,Port Coquitlam Station/Kootenay Loop,1,317669,204,514,26.02,5
6667,160,Port Coquitlam Station/Kootenay Loop,1,312669,203,514,26.02,5
6668,169,Coquitlam Central Station/Braid Station,0,317670,117,349,11.54,5
6668,169,Coquitlam Central Station/Braid Station,0,312670,117,349,11.54,5
6668,169,Coquitlam Central Station/Braid Station,1,317671,116,242,10.55,5
6668,169,Coquitlam Central Station/Braid Station,1,312671,116,242,10.55,5
6672,210,Mountain Hwy Express,0,312736,101,368,18.49,5
6672,210,Mountain Hwy Express,0,317731,101,368,18.49,5
6672,210,Mountain Hwy Express,0,312735,6,160,8.13,5
6672,210,Mountain Hwy Express,0,317732,6,160,8.13,5
6672,210,Mountain Hwy Express,0,317734,2,211,10.44,5
6672,210,Mountain Hwy Express,0,312733,2,211,10.44,5
6672,210,Mountain Hwy Express,0,317735,1,67,3.66,5
6672,210,Mountain Hwy Express,0,317733,1,102,5.49,5
6672,210,Mountain Hwy Express,0,312734,1,102,5.49,5
6672,210,Mountain Hwy Express,0,312732,1,67,3.66,5
6672,210,Mountain Hwy Express,1,317737,101,362,18.05,5
6672,210,Mountain Hwy Express,1,312741,100,362,18.05,5
6672,210,Mountain Hwy Express,1,312739,2,197,10.16,5
6672,210,Mountain Hwy Express,1,317739,2,197,10.16,5
6672,210,Mountain Hwy Express,1,317740,1,117,5.03,5
6672,210,Mountain Hwy Express,1,317738,1,167,7.91,5
6672,210,Mountain Hwy Express,1,312740,1,167,7.91,5
6672,210,Mountain Hwy Express,1,312738,1,117,5.03,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317743,80,414,20.97,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312746,55,414,20.97,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312745,54,201,10.48,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317744,50,201,10.48,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317746,4,170,9.7,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312743,3,170,9.7,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312747,2,385,20.21,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317742,2,385,20.21,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317745,1,87,6.89,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312742,1,233,12.19,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,312744,1,87,6.89,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,0,317747,1,233,12.19,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,317751,84,388,21.04,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,312749,62,388,21.04,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,312750,31,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,317750,30,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,317749,22,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,312751,22,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,317748,1,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,317752,1,156,7.89,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,312752,1,188,10.85,5
6673,211,Seymour/Phibbs Exchange/Burrard Station,1,312748,1,156,7.89,5
6674,212,Dollarton Hwy,0,317753,67,147,8.97,5
6674,212,Dollarton Hwy,0,312754,66,147,8.97,5
6674,212,Dollarton Hwy,0,312753,35,143,8.76,5
6674,212,Dollarton Hwy,0,317754,35,143,8.76,5
6674,212,Dollarton Hwy,1,317755,90,132,8.56,5
6674,212,Dollarton Hwy,1,312757,90,132,8.56,5
6674,212,Dollarton Hwy,1,317757,8,136,8.77,5
6674,212,Dollarton Hwy,1,312755,8,136,8.77,5
6674,212,Dollarton Hwy,1,312756,5,136,8.77,5
6674,212,Dollarton Hwy,1,317756,5,136,8.77,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,312758,82,152,6.57,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,317760,82,152,6.57,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,317759,16,152,6.57,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,312759,16,152,6.57,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,317758,2,360,16.92,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,0,312760,2,360,16.92,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,317764,82,111,5.33,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,312761,82,111,5.33,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,312762,14,111,5.33,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,317763,13,111,5.33,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,312763,5,311,15.92,5
6675,214,Blueridge/Phibbs Exchange/Burrard Station,1,317762,5,311,15.92,5
6676,228,Grand Blvd,0,317777,124,133,8.24,5
6676,228,Grand Blvd,0,312777,124,133,8.24,5
6676,228,Grand Blvd,0,312776,3,71,4.26,5
6676,228,Grand Blvd,0,317776,3,95,5.68,5
6676,228,Grand Blvd,0,312778,3,95,5.68,5
6676,228,Grand Blvd,0,317778,3,71,4.26,5
6676,228,Grand Blvd,1,317781,126,121,8.43,5
6676,228,Grand Blvd,1,312780,124,121,8.43,5
6676,228,Grand Blvd,1,312781,3,72,4.69,5
6676,228,Grand Blvd,1,317780,3,72,4.69,5
6676,228,Grand Blvd,1,312779,1,72,4.71,5
6676,228,Grand Blvd,1,317779,1,56,4.27,5
6676,228,Grand Blvd,1,317782,1,72,4.71,5
6676,228,Grand Blvd,1,312782,1,56,4.27,5
6677,229,Lonsdale Ave,0,317783,135,114,5.83,5
6677,229,Lonsdale Ave,0,312783,134,114,5.83,5
6677,229,Lonsdale Ave,1,317784,136,129,6.67,5
6677,229,Lonsdale Ave,1,312784,136,129,6.67,5
6678,230,Lonsdale Ave,0,317787,75,159,7.45,5
6678,230,Lonsdale Ave,0,312786,75,159,7.45,5
6678,230,Lonsdale Ave,0,317785,29,159,7.45,5
6678,230,Lonsdale Ave,0,312788,29,159,7.45,5
6678,230,Lonsdale Ave,0,312785,10,79,3.93,5
6678,230,Lonsdale Ave,0,317788,10,79,3.93,5
6678,230,Lonsdale Ave,0,312787,2,126,5.68,5
6678,230,Lonsdale Ave,0,317786,2,126,5.68,5
6678,230,Lonsdale Ave,1,317789,99,79,4.42,5
6678,230,Lonsdale Ave,1,312790,99,79,4.42,5
6678,230,Lonsdale Ave,1,312789,10,160,7.99,5
6678,230,Lonsdale Ave,1,317790,10,160,7.99,5
6679,232,Grouse Mountain/Phibbs Exchange,0,317794,69,252,13.32,5
6679,232,Grouse Mountain/Phibbs Exchange,0,312796,69,252,13.32,5
6679,232,Grouse Mountain/Phibbs Exchange,0,317793,27,252,13.32,5
6679,232,Grouse Mountain/Phibbs Exchange,0,312797,27,252,13.32,5
6679,232,Grouse Mountain/Phibbs Exchange,0,317796,2,203,11.04,5
6679,232,Grouse Mountain/Phibbs Exchange,0,312794,2,203,11.04,5
6679,232,Grouse Mountain/Phibbs Exchange,0,317795,1,221,12.39,5
6679,232,Grouse Mountain/Phibbs Exchange,0,312795,1,221,12.39,5
6679,232,Grouse Mountain/Phibbs Exchange,1,312799,96,264,13.36,5
6679,232,Grouse Mountain/Phibbs Exchange,1,317798,96,264,13.36,5
6680,236,Grouse Mountain/Lonsdale Quay,0,317800,155,210,9.37,5
6680,236,Grouse Mountain/Lonsdale Quay,0,312802,154,210,9.37,5
6680,236,Grouse Mountain/Lonsdale Quay,0,317802,1,163,7.55,5
6680,236,Grouse Mountain/Lonsdale Quay,0,312800,1,163,7.55,5
6680,236,Grouse Mountain/Lonsdale Quay,1,317803,154,214,10.05,5
6680,236,Grouse Mountain/Lonsdale Quay,1,312804,154,214,10.05,5
6680,236,Grouse Mountain/Lonsdale Quay,1,317804,1,83,4.48,5
6680,236,Grouse Mountain/Lonsdale Quay,1,312803,1,83,4.48,5
6682,240,Lynn Valley/Downtown,0,317805,205,239,14.82,5
6682,240,Lynn Valley/Downtown,0,312808,204,239,14.82,5
6682,240,Lynn Valley/Downtown,0,317807,35,221,14.19,5
6682,240,Lynn Valley/Downtown,0,312806,35,221,14.19,5
6682,240,Lynn Valley/Downtown,0,312805,1,38,2.28,5
6682,240,Lynn Valley/Downtown,0,317808,1,38,2.28,5
6682,240,Lynn Valley/Downtown,1,317810,201,252,14.67,5
6682,240,Lynn Valley/Downtown,1,312812,201,252,14.67,5
6682,240,Lynn Valley/Downtown,1,312813,20,269,15.33,5
6682,240,Lynn Valley/Downtown,1,317809,20,269,15.33,5
6682,240,Lynn Valley/Downtown,1,312811,13,250,14.4,5
6682,240,Lynn Valley/Downtown,1,317811,13,250,14.4,5
6682,240,Lynn Valley/Downtown,1,312810,1,267,15.06,5
6682,240,Lynn Valley/Downtown,1,317812,1,267,15.06,5
6685,246,Highland/Downtown,0,317820,101,238,13.05,5
6685,246,Highland/Downtown,0,312821,99,238,13.05,5
6685,246,Highland/Downtown,0,317821,8,133,6.24,5
6685,246,Highland/Downtown,0,312820,8,133,6.24,5
6685,246,Highland/Downtown,1,317822,95,256,13.82,5
6685,246,Highland/Downtown,1,312826,95,256,13.82,5
6685,246,Highland/Downtown,1,312825,10,254,13.55,5
6685,246,Highland/Downtown,1,317823,10,254,13.55,5
6685,246,Highland/Downtown,1,312823,2,131,6.28,5
6685,246,Highland/Downtown,1,312822,2,137,6.31,5
6685,246,Highland/Downtown,1,317826,2,137,6.31,5
6685,246,Highland/Downtown,1,317825,2,131,6.28,5
6685,246,Highland/Downtown,1,312824,1,135,6.44,5
6685,246,Highland/Downtown,1,317824,1,135,6.44,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317840,182,145,10.49,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312836,171,145,10.49,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312837,123,456,23.69,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317839,123,456,23.69,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312839,5,47,3.47,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317837,5,47,3.47,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317838,2,176,12.92,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312838,2,176,12.92,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317843,2,121,8.68,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317842,1,149,10.47,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,317841,1,176,12.92,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312833,1,121,8.68,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312835,1,176,12.92,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,0,312834,1,149,10.47,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317847,179,182,11.2,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312849,173,182,11.2,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312851,129,476,23.68,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317845,128,476,23.68,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312845,6,132,7.38,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317851,6,132,7.38,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317849,4,52,3.93,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312847,4,52,3.93,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317850,3,83,6.03,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312846,3,83,6.03,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312848,2,213,13.3,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317848,2,213,13.3,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317852,1,62,4.97,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317844,1,11,1.77,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312844,1,62,4.97,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,317846,1,346,16.41,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312850,1,346,16.41,5
6687,250,Horseshoe Bay/Dundarave/Vancouver,1,312852,1,11,1.77,5
6688,251,Queens/Park Royal,0,312853,55,119,9.12,5
6688,251,Queens/Park Royal,0,317853,55,119,9.12,5
6688,251,Queens/Park Royal,1,317854,56,131,10.2,5
6688,251,Queens/Park Royal,1,312854,56,131,10.2,5
6689,252,Inglewood/Park Royal,0,312855,54,70,6.58,5
6689,252,Inglewood/Park Royal,0,317855,54,70,6.58,5
6689,252,Inglewood/Park Royal,1,312857,56,73,7.06,5
6689,252,Inglewood/Park Royal,1,317857,56,73,7.06,5
6690,253,Caulfeild/Vancouver/Park Royal,0,317860,47,199,10.52,5
6690,253,Caulfeild/Vancouver/Park Royal,0,312859,47,199,10.52,5
6690,253,Caulfeild/Vancouver/Park Royal,0,317859,9,306,17.52,5
6690,253,Caulfeild/Vancouver/Park Royal,0,312860,9,306,17.52,5
6690,253,Caulfeild/Vancouver/Park Royal,1,312861,42,223,10.28,5
6690,253,Caulfeild/Vancouver/Park Royal,1,317862,42,223,10.28,5
6690,253,Caulfeild/Vancouver/Park Royal,1,317861,13,353,17.56,5
6690,253,Caulfeild/Vancouver/Park Royal,1,312862,13,353,17.56,5
6691,254,British Properties/Park Royal/Van,0,317864,45,276,12.27,5
6691,254,British Properties/Park Royal/Van,0,312866,45,276,12.27,5
6691,254,British Properties/Park Royal/Van,0,317865,3,99,4.64,5
6691,254,British Properties/Park Royal/Van,0,312867,3,424,20.13,5
6691,254,British Properties/Park Royal/Van,0,312865,3,99,4.64,5
6691,254,British Properties/Park Royal/Van,0,317863,3,424,20.13,5
6691,254,British Properties/Park Royal/Van,0,317866,1,247,12.5,5
6691,254,British Properties/Park Royal/Van,0,317867,1,170,8.26,5
6691,254,British Properties/Park Royal/Van,0,312864,1,247,12.5,5
6691,254,British Properties/Park Royal/Van,0,312863,1,170,8.26,5
6691,254,British Properties/Park Royal/Van,1,317869,45,106,4.8,5
6691,254,British Properties/Park Royal/Van,1,312872,45,106,4.8,5
6691,254,British Properties/Park Royal/Van,1,317872,4,232,12.41,5
6691,254,British Properties/Park Royal/Van,1,312869,4,232,12.41,5
6691,254,British Properties/Park Royal/Van,1,312870,3,406,21.77,5
6691,254,British Properties/Park Royal/Van,1,317871,3,406,21.77,5
6691,254,British Properties/Park Royal/Van,1,317873,1,301,14.5,5
6691,254,British Properties/Park Royal/Van,1,312868,1,301,14.5,5
6692,255,Dundarave/Capilano University,0,312875,118,259,15.5,5
6692,255,Dundarave/Capilano University,0,317874,118,259,15.5,5
6692,255,Dundarave/Capilano University,0,312874,20,214,12.15,5
6692,255,Dundarave/Capilano University,0,317875,20,214,12.15,5
6692,255,Dundarave/Capilano University,1,312878,116,287,16.02,5
6692,255,Dundarave/Capilano University,1,317876,116,287,16.02,5
6692,255,Dundarave/Capilano University,1,317878,22,237,12.21,5
6692,255,Dundarave/Capilano University,1,312876,22,237,12.21,5
6692,255,Dundarave/Capilano University,1,317877,3,187,11.12,5
6692,255,Dundarave/Capilano University,1,312877,3,187,11.12,5
6693,257,Horseshoe Bay/Vancouver Express,0,312885,200,330,21.82,5
6693,257,Horseshoe Bay/Vancouver Express,0,317885,200,330,21.82,5
6693,257,Horseshoe Bay/Vancouver Express,1,317886,200,362,22.23,5
6693,257,Horseshoe Bay/Vancouver Express,1,312886,200,362,22.23,5
6698,301,Newton Exchange/Brighouse Station Express,0,317901,125,401,29.7,5
6698,301,Newton Exchange/Brighouse Station Express,0,312901,125,401,29.7,5
6698,301,Newton Exchange/Brighouse Station Express,1,317902,132,385,29.39,5
6698,301,Newton Exchange/Brighouse Station Express,1,312902,132,385,29.39,5
6700,312,112 Street,0,312911,108,184,13.55,5
6700,312,112 Street,0,317910,108,184,13.55,5
6700,312,112 Street,0,317911,15,184,13.55,5
6700,312,112 Street,0,312910,14,184,13.55,5
6700,312,112 Street,1,312913,111,220,13.92,5
6700,312,112 Street,1,317913,111,220,13.92,5
6700,312,112 Street,1,317914,8,220,13.92,5
6700,312,112 Street,1,312912,8,220,13.92,5
6700,312,112 Street,1,312914,1,122,9.99,5
6700,312,112 Street,1,317912,1,122,9.99,5
6701,314,Surrey Central Station/Sunbury,0,317916,32,53,4.86,5
6701,314,Surrey Central Station/Sunbury,0,312919,32,53,4.86,5
6701,314,Surrey Central Station/Sunbury,0,312916,25,146,11.78,5
6701,314,Surrey Central Station/Sunbury,0,317919,25,146,11.78,5
6701,314,Surrey Central Station/Sunbury,0,312920,7,54,4.85,5
6701,314,Surrey Central Station/Sunbury,0,317915,7,54,4.85,5
6701,314,Surrey Central Station/Sunbury,0,317920,1,35,3.64,5
6701,314,Surrey Central Station/Sunbury,0,312915,1,35,3.64,5
6701,314,Surrey Central Station/Sunbury,1,312923,40,77,6.98,5
6701,314,Surrey Central Station/Sunbury,1,317921,40,77,6.98,5
6701,314,Surrey Central Station/Sunbury,1,317922,25,138,12.73,5
6701,314,Surrey Central Station/Sunbury,1,312922,25,138,12.73,5
6701,314,Surrey Central Station/Sunbury,1,312921,1,52,4.95,5
6701,314,Surrey Central Station/Sunbury,1,317923,1,51,4.84,5
6702,316,116 Street,0,312924,88,165,11.87,5
6702,316,116 Street,0,317925,88,165,11.87,5
6702,316,116 Street,0,317924,2,166,11.86,5
6702,316,116 Street,0,312925,2,166,11.86,5
6702,316,116 Street,1,312927,89,159,11.79,5
6702,316,116 Street,1,317926,89,159,11.79,5
6702,316,116 Street,1,317927,2,90,7.01,5
6702,316,116 Street,1,312926,2,90,7.01,5
6703,319,Scott Road,0,317929,219,191,12.42,5
6703,319,Scott Road,0,312930,218,191,12.42,5
6703,319,Scott Road,0,312931,19,191,12.42,5
6703,319,Scott Road,0,317928,19,191,12.42,5
6703,319,Scott Road,0,312929,12,183,12.0,5
6703,319,Scott Road,0,317930,11,183,12.0,5
6703,319,Scott Road,0,317931,8,183,12.0,5
6703,319,Scott Road,0,312928,8,183,12.0,5
6703,319,Scott Road,1,317932,239,211,13.05,5
6703,319,Scott Road,1,314712,237,211,13.05,5
6703,319,Scott Road,1,312932,20,202,12.52,5
6703,319,Scott Road,1,317933,18,202,12.52,5
6704,320,Langley/Fleetwood/Surrey Central Station,0,312934,113,285,24.87,5
6704,320,Langley/Fleetwood/Surrey Central Station,0,317934,113,285,24.87,5
6704,320,Langley/Fleetwood/Surrey Central Station,0,317935,100,95,8.17,5
6704,320,Langley/Fleetwood/Surrey Central Station,0,312933,100,95,8.17,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,317937,101,306,24.54,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,312937,101,306,24.54,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,312935,99,81,7.45,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,317939,99,81,7.45,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,312938,7,311,24.92,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,317936,7,311,24.92,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,312936,2,87,7.86,5
6704,320,Langley/Fleetwood/Surrey Central Station,1,317938,2,87,7.86,5
6705,321,King George Blvd,0,312945,231,307,22.99,5
6705,321,King George Blvd,0,317942,231,307,22.99,5
6705,321,King George Blvd,0,312944,25,372,26.49,5
6705,321,King George Blvd,0,317943,25,372,26.49,5
6705,321,King George Blvd,0,312940,23,320,24.24,5
6705,321,King George Blvd,0,317947,23,320,24.24,5
6705,321,King George Blvd,0,317946,16,372,26.49,5
6705,321,King George Blvd,0,312941,16,372,26.49,5
6705,321,King George Blvd,0,317945,6,384,27.74,5
6705,321,King George Blvd,0,312942,6,384,27.74,5
6705,321,King George Blvd,0,312946,5,86,7.24,5
6705,321,King George Blvd,0,317941,5,86,7.24,5
6705,321,King George Blvd,0,312939,2,306,22.52,5
6705,321,King George Blvd,0,317948,2,306,22.52,5
6705,321,King George Blvd,0,317940,1,468,30.98,5
6705,321,King George Blvd,0,317944,1,369,26.39,5
6705,321,King George Blvd,0,312947,1,468,30.98,5
6705,321,King George Blvd,0,312943,1,369,26.39,5
6705,321,King George Blvd,1,312952,232,312,21.54,5
6705,321,King George Blvd,1,317952,232,312,21.54,5
6705,321,King George Blvd,1,317955,44,384,25.47,5
6705,321,King George Blvd,1,312949,44,384,25.47,5
6705,321,King George Blvd,1,317953,30,380,26.05,5
6705,321,King George Blvd,1,312951,30,380,26.05,5
